login_id,user_id,login_date,device_type,login_channel,login_status
1624,68,2024-12-18,Android,App,Success
1625,68,2024-12-20,iOS,Web,Success
1626,68,2024-12-22,Android,App,Success
1627,68,2024-12-23,Android,App,Success
1628,68,2024-12-24,iOS,Web,Success
1629,68,2024-12-26,iOS,App,Success
1630,68,2024-12-27,Android,Web,Failed
1631,68,2024-12-29,Android,App,Success
1632,68,2024-12-30,Android,Web,Success
1633,69,2024-11-01,iOS,App,Success
1634,69,2024-11-03,Android,App,Success
1635,69,2024-11-04,Android,App,Failed
1636,69,2024-11-05,Android,Web,Success
1637,69,2024-11-08,iOS,Web,Success
1638,69,2024-11-09,iOS,Web,Success
1639,69,2024-11-11,Android,App,Success
1640,69,2024-11-17,Android,App,Success
1641,69,2024-11-19,iOS,App,Success
1642,69,2024-11-22,Android,App,Success
1643,69,2024-11-23,Android,App,Success
1644,69,2024-11-24,iOS,App,Success
1645,69,2024-11-25,Android,App,Success
1646,69,2024-11-26,Android,App,Failed
1647,69,2024-11-27,iOS,App,Success
1648,69,2024-12-02,iOS,Web,Success
1649,69,2024-12-06,iOS,App,Success
1650,69,2024-12-14,Android,App,Failed
1651,69,2024-12-19,Web,App,Failed
1652,69,2024-12-22,Android,App,Success
1653,69,2024-12-23,Android,App,Success
1654,69,2024-12-24,Android,App,Success
1655,69,2024-12-27,iOS,App,Success
1656,69,2024-12-30,iOS,App,Success
1657,70,2024-02-13,iOS,Web,Failed
1658,70,2024-02-15,Android,App,Success
1659,70,2024-02-20,Android,App,Success
1660,70,2024-02-22,Android,App,Success
1661,70,2024-02-24,Android,App,Success
1662,70,2024-02-27,Android,App,Success
1663,70,2024-03-05,Web,App,Success
1664,70,2024-03-12,iOS,Web,Success
1665,70,2024-03-14,Web,Web,Success
1666,70,2024-03-15,Android,App,Success
1667,70,2024-03-18,Android,App,Success
1668,70,2024-11-17,Web,Web,Success
1669,70,2024-11-19,Android,App,Failed
1670,70,2024-11-25,Android,App,Success
1671,70,2024-12-11,iOS,App,Success
1672,70,2024-12-13,iOS,App,Success
1673,70,2024-12-19,iOS,App,Success
1674,71,2024-12-03,iOS,App,Success
1675,71,2024-12-07,iOS,App,Success
1676,71,2024-12-12,Android,App,Success
1677,71,2024-12-13,Android,App,Success
1678,71,2024-12-16,Android,App,Success
1679,71,2024-12-17,Web,App,Success
1680,71,2024-12-18,Android,App,Success
1681,71,2024-12-19,iOS,App,Success
1682,71,2024-12-20,Android,Web,Success
1683,71,2024-12-21,Android,App,Success
1684,71,2024-12-24,Android,Web,Success
1685,71,2024-12-27,Android,Web,Success
1686,71,2024-12-28,Android,App,Success
1687,71,2024-12-29,iOS,App,Success
1688,71,2024-12-30,Android,Web,Success
1689,72,2024-08-08,Web,Web,Success
1690,72,2024-08-12,Android,Web,Success
1691,72,2024-08-13,iOS,Web,Success
1692,72,2024-08-17,Android,App,Success
1693,72,2024-08-27,Android,App,Success
1694,72,2024-08-28,Android,App,Success
1695,72,2024-09-05,Android,Web,Failed
1696,72,2024-09-08,Android,App,Success
1697,72,2024-09-09,Android,App,Failed
1698,72,2024-09-13,iOS,App,Failed
1699,72,2024-09-21,Android,App,Success
1700,72,2024-09-22,Android,Web,Success
1701,72,2024-09-25,iOS,App,Success
1702,72,2024-09-26,iOS,App,Success
1703,72,2024-09-27,Web,App,Success
1704,72,2024-10-02,Web,App,Success
1705,72,2024-10-14,Android,App,Success
1706,72,2024-10-16,Android,App,Success
1707,72,2024-10-23,Android,Web,Success
1708,72,2024-10-24,Android,App,Success
1709,72,2024-10-27,Android,App,Success
1710,72,2024-10-31,Android,Web,Success
1711,72,2024-11-03,iOS,App,Success
1712,72,2024-11-06,Android,Web,Success
1713,72,2024-11-10,Web,App,Success
1714,72,2024-11-13,Android,Web,Success
1715,72,2024-11-18,Android,App,Failed
1716,72,2024-11-19,Android,App,Success
1717,72,2024-11-22,Android,Web,Success
1718,72,2024-11-24,Android,Web,Success
1719,72,2024-11-25,Android,App,Success
1720,72,2024-12-05,Android,App,Success
1721,72,2024-12-08,iOS,Web,Success
1722,72,2024-12-10,Android,App,Failed
1723,72,2024-12-13,Android,App,Failed
1724,72,2024-12-16,iOS,App,Success
1725,72,2024-12-18,Android,App,Success
1726,72,2024-12-20,Android,Web,Success
1727,72,2024-12-26,Android,Web,Success
1728,73,2024-04-11,Android,App,Success
1729,73,2024-04-13,Android,App,Success
1730,73,2024-05-03,Web,Web,Success
1731,73,2024-05-20,Android,App,Success
1732,73,2024-05-22,Web,App,Success
1733,73,2024-06-03,Android,App,Success
1734,73,2024-06-06,Web,Web,Success
1735,73,2024-06-15,iOS,App,Success
1736,73,2024-06-25,Android,Web,Success
1737,73,2024-07-02,Android,App,Success
1738,73,2024-07-12,Android,Web,Success
1739,73,2024-08-23,iOS,App,Failed
1740,73,2024-08-25,Android,App,Success
1741,73,2024-08-29,iOS,App,Success
1742,73,2024-08-30,Android,App,Success
1743,73,2024-09-08,Android,App,Success
1744,73,2024-09-12,iOS,App,Success
1745,73,2024-09-13,iOS,App,Success
1746,73,2024-09-21,Android,App,Success
1747,73,2024-09-30,iOS,App,Success
1748,73,2024-10-19,Android,App,Success
1749,73,2024-10-21,Android,App,Success
1750,73,2024-10-24,Android,App,Success
1751,73,2024-10-29,Android,Web,Success
1752,73,2024-10-30,Web,App,Success
1753,73,2024-11-10,Web,Web,Success
1754,73,2024-12-05,Android,App,Success
1755,73,2024-12-13,Android,App,Success
1756,73,2024-12-20,iOS,App,Success
1757,74,2024-04-04,Android,Web,Success
1758,74,2024-04-07,iOS,App,Success
1759,74,2024-04-08,Web,App,Success
1760,74,2024-04-12,Android,Web,Success
1761,74,2024-04-15,Web,App,Success
1762,74,2024-05-04,iOS,Web,Success
1763,74,2024-05-15,Android,App,Success
1764,74,2024-05-20,Android,App,Failed
1765,74,2024-05-21,iOS,App,Success
1766,74,2024-06-18,iOS,App,Success
1767,74,2024-06-23,iOS,App,Success
1768,74,2024-07-05,iOS,App,Success
1769,74,2024-07-07,Android,App,Failed
1770,74,2024-07-08,Web,App,Success
1771,74,2024-07-09,Android,App,Success
1772,74,2024-07-30,Android,App,Success
1773,74,2024-08-04,Android,App,Success
1774,74,2024-08-05,Android,Web,Success
1775,74,2024-08-08,Android,App,Success
1776,74,2024-08-18,Android,App,Success
1777,74,2024-08-23,Web,Web,Success
1778,74,2024-08-26,Android,App,Success
1779,74,2024-08-27,Android,Web,Success
1780,74,2024-09-07,iOS,Web,Failed
1781,74,2024-09-12,Android,App,Failed
1782,74,2024-09-17,Web,App,Success
1783,74,2024-09-21,Android,Web,Success
1784,74,2024-10-01,Web,Web,Success
1785,74,2024-10-02,iOS,Web,Success
1786,74,2024-10-08,iOS,App,Success
1787,74,2024-10-09,Web,Web,Success
1788,74,2024-10-13,iOS,Web,Failed
1789,74,2024-10-19,iOS,App,Success
1790,74,2024-10-22,Web,Web,Success
1791,74,2024-10-31,iOS,Web,Success
1792,74,2024-11-19,iOS,App,Success
1793,74,2024-11-25,Android,Web,Success
1794,74,2024-11-29,Android,App,Success
1795,74,2024-12-06,Android,App,Success
1796,74,2024-12-13,Android,App,Success
1797,74,2024-12-21,Web,App,Success
1798,74,2024-12-26,Android,App,Success
1799,75,2024-06-21,iOS,App,Failed
1800,75,2024-06-29,Android,Web,Success
1801,75,2024-07-08,Android,App,Success
1802,75,2024-07-11,Web,Web,Failed
1803,75,2024-07-13,Web,App,Success
1804,75,2024-07-24,Android,App,Success
1805,75,2024-08-02,Android,App,Success
1806,75,2024-11-22,Web,App,Success
1807,75,2024-11-23,Android,App,Success
1808,75,2024-12-05,Android,App,Success
1809,75,2024-12-06,iOS,App,Success
1810,75,2024-12-07,Android,App,Success
1811,75,2024-12-10,Android,App,Success
1812,75,2024-12-13,Android,App,Success
1813,75,2024-12-15,Android,Web,Success
1814,75,2024-12-17,Android,App,Success
1815,75,2024-12-20,Android,Web,Success
1816,75,2024-12-21,Android,App,Success
1817,75,2024-12-26,Android,App,Success
1818,75,2024-12-28,Android,App,Success
1819,75,2024-12-30,iOS,App,Success
1820,76,2024-02-22,Web,App,Success
1821,76,2024-02-23,Android,App,Success
1822,76,2024-03-04,Android,App,Success
1823,76,2024-03-15,iOS,App,Success
1824,76,2024-03-21,Web,App,Success
1825,76,2024-04-08,Android,App,Success
1826,76,2024-05-01,Android,App,Success
1827,76,2024-05-07,Android,App,Success
1828,76,2024-05-11,Android,Web,Success
1829,76,2024-05-22,iOS,App,Success
1830,76,2024-06-05,iOS,App,Success
1831,76,2024-06-25,Android,App,Success
1832,76,2024-07-08,iOS,App,Failed
1833,76,2024-07-14,Android,App,Failed
1834,76,2024-07-29,Android,App,Failed
1835,76,2024-08-06,iOS,Web,Success
1836,76,2024-08-09,Android,App,Success
1837,76,2024-08-10,Android,App,Success
1838,76,2024-08-13,iOS,App,Success
1839,76,2024-08-18,iOS,App,Success
1840,76,2024-08-22,Android,App,Success
1841,76,2024-08-24,Android,Web,Success
1842,76,2024-09-03,Android,App,Success
1843,76,2024-09-10,iOS,App,Failed
1844,76,2024-09-14,Android,App,Failed
1845,76,2024-09-27,iOS,App,Failed
1846,76,2024-10-10,iOS,App,Success
1847,76,2024-10-24,Web,App,Success
1848,76,2024-10-25,iOS,App,Success
1849,76,2024-11-03,iOS,App,Success
1850,76,2024-11-05,iOS,App,Success
1851,76,2024-11-14,Android,App,Success
1852,76,2024-11-16,Web,App,Success
1853,76,2024-12-03,iOS,App,Success
1854,77,2024-02-28,Android,App,Success
1855,77,2024-03-08,Android,App,Success
1856,77,2024-03-11,iOS,Web,Failed
1857,77,2024-03-12,Web,App,Success
1858,77,2024-03-14,Android,App,Success
1859,77,2024-03-15,iOS,App,Success
1860,77,2024-03-26,Android,Web,Success
1861,77,2024-03-31,iOS,App,Success
1862,77,2024-04-10,Android,App,Success
1863,77,2024-04-11,Android,App,Success
1864,77,2024-04-13,Android,App,Success
1865,77,2024-04-16,Web,App,Success
1866,77,2024-04-20,Android,App,Success
1867,78,2024-03-07,Android,Web,Success
1868,78,2024-03-17,iOS,Web,Success
1869,78,2024-03-18,Android,App,Success
1870,78,2024-03-19,iOS,App,Success
1871,78,2024-03-26,Android,App,Success
1872,78,2024-04-02,Android,App,Failed
1873,78,2024-04-04,Android,App,Success
1874,78,2024-04-07,Web,Web,Success
1875,78,2024-04-12,iOS,App,Success
1876,78,2024-04-21,Android,App,Success
1877,78,2024-04-22,Android,App,Success
1878,79,2024-06-03,iOS,App,Success
1879,79,2024-06-07,Android,App,Success
1880,79,2024-06-11,Web,App,Success
1881,79,2024-06-15,Android,App,Success
1882,79,2024-06-18,iOS,Web,Success
1883,79,2024-06-20,Web,Web,Success
1884,79,2024-06-24,Web,Web,Success
1885,79,2024-06-27,Web,App,Failed
1886,79,2024-06-29,Android,Web,Success
1887,79,2024-07-03,Android,App,Success
1888,79,2024-07-08,Android,Web,Success
1889,79,2024-07-14,iOS,App,Success
1890,79,2024-07-16,iOS,App,Success
1891,79,2024-07-17,Android,App,Success
1892,79,2024-07-25,Android,Web,Success
1893,79,2024-07-28,Web,Web,Success
1894,80,2024-09-02,Android,App,Failed
1895,80,2024-09-04,iOS,App,Success
1896,80,2024-09-05,iOS,App,Success
1897,80,2024-09-06,Web,App,Success
1898,80,2024-09-12,Android,Web,Success
1899,80,2024-09-14,Android,Web,Success
1900,80,2024-09-19,Web,App,Success
1901,80,2024-09-23,Web,App,Success
1902,80,2024-09-25,Android,Web,Success
1903,80,2024-09-28,iOS,Web,Success
1904,80,2024-09-29,iOS,App,Success
1905,80,2024-09-30,Web,App,Success
1906,80,2024-10-01,Android,Web,Failed
1907,80,2024-10-03,Android,App,Success
1908,80,2024-10-05,Android,Web,Success
1909,80,2024-10-07,Android,App,Success
1910,80,2024-10-09,Web,App,Success
1911,80,2024-10-11,Android,Web,Failed
1912,80,2024-10-15,Android,App,Success
1913,80,2024-10-20,iOS,App,Success
1914,80,2024-10-21,Web,App,Success
1915,80,2024-10-24,Android,App,Success
1916,80,2024-10-30,Android,Web,Success
1917,80,2024-11-02,Web,App,Success
1918,80,2024-11-06,Android,Web,Success
1919,80,2024-11-07,Android,App,Success
1920,80,2024-11-08,iOS,App,Success
1921,80,2024-11-10,iOS,App,Success
1922,80,2024-11-11,Android,App,Failed
1923,80,2024-11-16,iOS,App,Failed
1924,80,2024-11-19,iOS,App,Success
1925,80,2024-11-20,iOS,App,Success
1926,80,2024-11-22,iOS,App,Failed
1927,80,2024-11-25,Android,App,Success
1928,80,2024-11-26,iOS,App,Success
1929,80,2024-11-27,Web,Web,Success
1930,80,2024-12-02,Android,App,Success
1931,80,2024-12-04,Android,Web,Success
1932,80,2024-12-05,Android,App,Success
1933,80,2024-12-07,Android,App,Success
1934,80,2024-12-08,Android,App,Success
1935,80,2024-12-11,Android,App,Success
1936,80,2024-12-18,iOS,Web,Success
1937,80,2024-12-24,Web,Web,Success
1938,80,2024-12-25,Android,App,Success
1939,80,2024-12-26,iOS,App,Success
1940,80,2024-12-30,Android,App,Success
1941,81,2024-07-17,iOS,App,Success
1942,81,2024-07-24,Android,App,Failed
1943,81,2024-07-31,iOS,Web,Success
1944,81,2024-08-08,iOS,App,Success
1945,81,2024-08-12,Android,Web,Success
1946,81,2024-08-14,iOS,App,Failed
1947,81,2024-08-15,iOS,App,Success
1948,81,2024-08-19,Android,App,Success
1949,81,2024-08-21,Web,Web,Success
1950,81,2024-08-22,Web,App,Success
1951,81,2024-08-24,Android,App,Success
1952,81,2024-08-29,iOS,App,Success
1953,81,2024-09-14,iOS,App,Success
1954,81,2024-09-17,iOS,App,Success
1955,81,2024-09-18,iOS,Web,Success
1956,81,2024-09-21,Web,Web,Success
1957,81,2024-10-05,iOS,App,Success
1958,81,2024-10-07,Android,Web,Success
1959,81,2024-10-12,Android,App,Success
1960,81,2024-10-18,iOS,Web,Success
1961,81,2024-10-21,Android,App,Success
1962,81,2024-10-27,Android,App,Success
1963,81,2024-11-03,Android,Web,Success
1964,81,2024-11-06,Android,App,Failed
1965,81,2024-11-07,Android,App,Success
1966,81,2024-11-09,Android,App,Success
1967,81,2024-11-17,iOS,Web,Success
1968,81,2024-11-18,Web,Web,Success
1969,81,2024-12-02,Android,App,Success
1970,81,2024-12-03,Android,App,Success
1971,81,2024-12-12,Web,App,Success
1972,81,2024-12-13,Android,App,Success
1973,81,2024-12-18,Web,App,Success
1974,81,2024-12-24,Web,App,Success
1975,81,2024-12-25,Android,Web,Success
1976,81,2024-12-26,iOS,App,Success
1977,82,2024-03-06,Android,App,Success
1978,82,2024-03-14,Android,Web,Success
1979,82,2024-03-15,Android,App,Success
1980,82,2024-03-16,Android,App,Success
1981,82,2024-03-25,Web,App,Success
1982,82,2024-04-02,Android,App,Success
1983,82,2024-04-05,Android,App,Success
1984,82,2024-04-07,iOS,Web,Success
1985,82,2024-04-10,Android,App,Success
1986,82,2024-04-19,iOS,Web,Success
1987,82,2024-04-25,iOS,Web,Success
1988,82,2024-05-06,Android,App,Success
1989,82,2024-05-10,iOS,App,Success
1990,82,2024-06-03,Android,App,Success
1991,82,2024-06-05,Android,Web,Success
1992,82,2024-06-06,Android,App,Success
1993,82,2024-06-08,iOS,Web,Success
1994,82,2024-06-11,Android,App,Success
1995,82,2024-06-17,Android,App,Failed
1996,82,2024-06-21,Web,App,Success
1997,82,2024-06-25,Web,App,Success
1998,82,2024-07-01,iOS,App,Success
1999,82,2024-07-09,Android,App,Success
2000,82,2024-07-12,iOS,App,Success
2001,82,2024-07-20,Android,App,Success
2002,82,2024-07-23,Android,Web,Success
2003,82,2024-07-29,iOS,App,Success
2004,82,2024-08-05,iOS,Web,Success
2005,82,2024-08-16,Android,App,Success
2006,82,2024-08-17,Android,Web,Success
2007,82,2024-08-25,Android,App,Success
2008,82,2024-09-12,iOS,App,Success
2009,82,2024-09-22,iOS,Web,Success
2010,82,2024-09-29,Android,App,Success
2011,82,2024-10-03,iOS,App,Failed
2012,82,2024-10-15,Android,Web,Failed
2013,82,2024-10-17,Android,Web,Success
2014,82,2024-10-20,Android,App,Success
2015,82,2024-10-22,Android,Web,Failed
2016,82,2024-10-25,Android,App,Failed
2017,82,2024-11-08,Android,App,Success
2018,82,2024-11-10,Android,App,Success
2019,82,2024-11-22,iOS,App,Success
2020,82,2024-11-29,iOS,App,Success
2021,82,2024-12-06,iOS,App,Success
2022,82,2024-12-10,Web,App,Success
2023,82,2024-12-12,iOS,App,Success
2024,82,2024-12-22,Android,App,Success
2025,82,2024-12-27,Android,App,Success
2026,82,2024-12-29,Android,App,Success
2027,83,2024-01-04,iOS,App,Failed
2028,83,2024-01-05,iOS,Web,Success
2029,83,2024-01-07,Android,Web,Success
2030,83,2024-01-09,iOS,App,Success
2031,83,2024-01-21,iOS,App,Success
2032,83,2024-01-24,Web,App,Success
2033,83,2024-01-26,Android,Web,Success
2034,83,2024-02-09,iOS,App,Failed
2035,83,2024-02-14,iOS,App,Failed
2036,83,2024-02-24,iOS,App,Success
2037,83,2024-02-29,iOS,App,Success
2038,83,2024-03-06,Android,App,Success
2039,83,2024-03-18,Web,App,Success
2040,83,2024-03-27,Android,App,Success
2041,83,2024-04-13,Android,App,Success
2042,83,2024-04-18,Android,Web,Failed
2043,83,2024-05-05,Android,App,Success
2044,83,2024-05-13,Web,App,Success
2045,83,2024-05-18,Android,Web,Success
2046,83,2024-05-22,Android,Web,Success
2047,83,2024-05-28,iOS,App,Success
2048,83,2024-06-14,iOS,App,Success
2049,83,2024-06-16,Android,App,Success
2050,83,2024-07-06,Android,App,Success
2051,83,2024-07-07,Android,App,Success
2052,83,2024-07-12,Android,Web,Success
2053,83,2024-07-16,Android,App,Success
2054,83,2024-07-20,Android,App,Success
2055,83,2024-07-23,iOS,App,Success
2056,83,2024-07-29,Web,App,Success
2057,83,2024-08-09,Web,App,Success
2058,83,2024-08-18,Android,App,Success
2059,83,2024-09-11,Android,App,Success
2060,83,2024-09-16,iOS,App,Success
2061,83,2024-10-08,Android,Web,Success
2062,83,2024-10-09,Android,App,Success
2063,83,2024-10-11,Android,App,Success
2064,83,2024-10-14,iOS,App,Success
2065,83,2024-10-17,iOS,Web,Success
2066,83,2024-10-19,iOS,App,Success
2067,83,2024-10-22,Android,App,Success
2068,83,2024-10-23,Web,App,Success
2069,83,2024-10-29,Android,App,Success
2070,83,2024-10-30,iOS,App,Success
2071,83,2024-11-02,Android,App,Success
2072,83,2024-11-08,Android,App,Success
2073,83,2024-11-20,Android,App,Success
2074,83,2024-11-23,iOS,App,Success
2075,83,2024-11-29,iOS,App,Success
2076,83,2024-12-01,Android,Web,Success
2077,83,2024-12-06,Android,App,Success
2078,83,2024-12-09,Android,App,Success
2079,84,2024-07-14,Android,App,Success
2080,84,2024-07-19,iOS,Web,Success
2081,84,2024-07-21,Android,App,Success
2082,84,2024-07-22,Web,App,Success
2083,84,2024-08-09,Android,App,Success
2084,84,2024-08-19,Android,App,Success
2085,84,2024-08-24,iOS,App,Success
2086,84,2024-08-26,iOS,App,Success
2087,84,2024-08-28,Android,App,Success
2088,84,2024-09-02,Android,Web,Success
2089,84,2024-09-06,iOS,Web,Success
2090,84,2024-09-07,Web,Web,Success
2091,84,2024-09-12,Android,App,Success
2092,84,2024-09-20,Android,App,Success
2093,84,2024-09-26,iOS,App,Success
2094,84,2024-10-02,Android,Web,Success
2095,84,2024-10-21,Android,App,Success
2096,84,2024-10-22,iOS,App,Success
2097,84,2024-10-31,iOS,Web,Success
2098,84,2024-11-06,Android,App,Success
2099,84,2024-12-03,iOS,App,Success
2100,84,2024-12-05,iOS,App,Success
2101,84,2024-12-11,Android,App,Success
2102,84,2024-12-17,Android,App,Success
2103,84,2024-12-28,Android,App,Success
2104,84,2024-12-29,Android,App,Success
2105,85,2024-10-29,Android,App,Success
2106,85,2024-11-02,Web,App,Success
2107,85,2024-11-03,Android,App,Success
2108,85,2024-11-04,Android,Web,Success
2109,85,2024-11-06,Web,App,Success
2110,85,2024-11-07,iOS,App,Success
2111,85,2024-11-08,iOS,App,Success
2112,85,2024-11-09,Android,App,Success
2113,85,2024-11-10,Android,Web,Success
2114,85,2024-11-11,Android,Web,Success
2115,85,2024-11-12,Web,Web,Failed
2116,85,2024-11-14,iOS,Web,Failed
2117,85,2024-11-15,Android,Web,Success
2118,85,2024-11-17,iOS,Web,Success
2119,85,2024-11-18,Android,App,Success
2120,85,2024-11-22,Web,Web,Success
2121,85,2024-11-23,Web,App,Failed
2122,85,2024-11-24,Android,App,Success
2123,85,2024-11-26,iOS,App,Success
2124,85,2024-11-28,iOS,App,Success
2125,85,2024-11-29,iOS,App,Success
2126,85,2024-12-03,Android,App,Success
2127,85,2024-12-05,iOS,Web,Success
2128,85,2024-12-07,iOS,Web,Success
2129,85,2024-12-09,Android,App,Success
2130,85,2024-12-10,Android,App,Success
2131,85,2024-12-14,Web,App,Success
2132,85,2024-12-15,Android,App,Success
2133,85,2024-12-17,iOS,App,Success
2134,85,2024-12-18,Android,App,Success
2135,85,2024-12-19,iOS,App,Success
2136,85,2024-12-20,Android,Web,Success
2137,85,2024-12-22,Android,Web,Success
2138,85,2024-12-23,Android,App,Success
2139,85,2024-12-25,Web,App,Success
2140,85,2024-12-27,Android,App,Success
2141,85,2024-12-29,iOS,Web,Success
2142,85,2024-12-30,iOS,App,Success
2143,86,2024-11-24,Android,App,Success
2144,86,2024-11-25,Android,App,Success
2145,86,2024-11-28,Android,App,Success
2146,86,2024-11-30,iOS,App,Success
2147,86,2024-12-03,Android,App,Success
2148,86,2024-12-04,Android,App,Failed
2149,86,2024-12-06,Android,App,Success
2150,86,2024-12-07,Android,App,Failed
2151,86,2024-12-08,iOS,Web,Success
2152,86,2024-12-11,Android,App,Failed
2153,86,2024-12-13,Android,App,Success
2154,86,2024-12-18,iOS,Web,Success
2155,86,2024-12-19,Android,App,Success
2156,86,2024-12-22,Android,App,Success
2157,86,2024-12-23,Android,Web,Success
2158,86,2024-12-25,Android,App,Success
2159,86,2024-12-27,Android,App,Success
2160,86,2024-12-28,Android,App,Success
2161,86,2024-12-29,Android,App,Success
2162,87,2024-09-28,Web,App,Success
2163,87,2024-09-30,Android,App,Success
2164,87,2024-10-01,iOS,App,Success
2165,87,2024-10-05,Android,Web,Success
2166,87,2024-10-22,Android,Web,Success
2167,87,2024-10-24,Android,App,Success
2168,87,2024-10-31,Web,Web,Success
2169,87,2024-11-03,Web,App,Success
2170,87,2024-11-09,Android,App,Success
2171,87,2024-11-14,Android,App,Success
2172,87,2024-12-03,Android,App,Success
2173,87,2024-12-07,Android,App,Success
2174,87,2024-12-08,Android,Web,Success
2175,87,2024-12-13,iOS,App,Success
2176,87,2024-12-15,iOS,App,Failed
2177,87,2024-12-16,Web,App,Success
2178,87,2024-12-17,Android,Web,Success
2179,87,2024-12-22,Android,App,Success
2180,87,2024-12-27,Web,App,Success
2181,88,2024-07-15,Android,Web,Success
2182,89,2024-04-08,Android,App,Success
2183,90,2024-02-21,Android,App,Success
2184,90,2024-02-24,iOS,App,Success
2185,90,2024-02-26,Android,App,Success
2186,90,2024-03-01,Android,App,Success
2187,90,2024-03-11,Android,App,Success
2188,90,2024-03-19,Android,App,Failed
2189,90,2024-04-20,Web,Web,Success
2190,90,2024-04-24,Android,App,Success
2191,90,2024-05-13,Android,App,Failed
2192,90,2024-05-16,Android,App,Success
2193,90,2024-05-26,Android,App,Success
2194,90,2024-06-13,Android,App,Failed
2195,90,2024-06-14,Android,Web,Success
2196,90,2024-06-20,Android,Web,Success
2197,90,2024-06-22,iOS,App,Success
2198,90,2024-06-27,Web,App,Success
2199,90,2024-07-07,Android,App,Success
2200,90,2024-07-11,Android,App,Success
2201,90,2024-07-17,Android,App,Success
2202,90,2024-07-18,Android,App,Success
2203,90,2024-07-31,iOS,App,Success
2204,90,2024-08-02,Android,App,Success
2205,90,2024-08-21,iOS,App,Success
2206,90,2024-08-29,iOS,App,Success
2207,90,2024-09-07,iOS,App,Success
2208,90,2024-09-15,Android,App,Success
2209,90,2024-09-29,iOS,App,Success
2210,90,2024-10-24,Android,App,Success
2211,90,2024-11-08,iOS,App,Success
2212,90,2024-11-09,iOS,App,Success
2213,90,2024-12-05,Android,App,Success
2214,90,2024-12-06,Android,App,Success
2215,90,2024-12-08,Android,Web,Success
2216,90,2024-12-28,iOS,Web,Success
2217,90,2024-12-29,Web,Web,Success
2218,91,2024-09-25,Android,App,Success
2219,91,2024-09-26,iOS,App,Success
2220,91,2024-09-27,Android,App,Failed
2221,91,2024-10-02,Android,App,Success
2222,91,2024-10-04,iOS,App,Success
2223,91,2024-10-05,Android,App,Failed
2224,91,2024-10-08,Android,App,Success
2225,91,2024-10-09,Android,App,Failed
2226,91,2024-10-15,Web,Web,Success
2227,91,2024-10-19,Web,App,Success
2228,91,2024-10-20,iOS,App,Success
2229,91,2024-10-21,Web,Web,Success
2230,91,2024-10-23,Android,App,Success
2231,91,2024-10-26,iOS,Web,Success
2232,91,2024-10-30,Android,App,Success
2233,91,2024-10-31,iOS,Web,Success
2234,91,2024-11-01,Android,App,Success
2235,91,2024-11-03,Android,App,Success
2236,91,2024-11-04,Android,App,Success
2237,91,2024-11-06,Android,App,Success
2238,91,2024-11-07,iOS,Web,Success
2239,91,2024-11-09,Android,Web,Success
2240,91,2024-11-10,Android,Web,Success
2241,91,2024-11-11,iOS,Web,Success
2242,91,2024-11-13,iOS,App,Success
2243,91,2024-11-19,Web,Web,Success
2244,91,2024-11-22,iOS,Web,Success
2245,91,2024-11-23,iOS,App,Success
2246,91,2024-11-27,Android,App,Success
2247,91,2024-11-29,Web,Web,Success
2248,91,2024-12-03,Android,App,Success
2249,91,2024-12-05,Web,App,Success
2250,91,2024-12-06,Android,App,Success
2251,91,2024-12-08,iOS,App,Success
2252,91,2024-12-21,Android,App,Failed
2253,91,2024-12-24,iOS,App,Success
2254,91,2024-12-27,Android,App,Success
2255,91,2024-12-29,Android,App,Success
2256,91,2024-12-30,Web,App,Success
2257,92,2024-05-21,iOS,App,Success
2258,92,2024-05-26,iOS,App,Success
2259,92,2024-05-27,Android,App,Success
2260,92,2024-05-29,iOS,App,Success
2261,92,2024-06-06,Android,Web,Success
2262,92,2024-06-09,iOS,Web,Success
2263,92,2024-06-14,Android,App,Success
2264,92,2024-06-16,Android,App,Success
2265,92,2024-06-17,Android,App,Success
2266,92,2024-06-22,iOS,App,Success
2267,92,2024-06-24,iOS,Web,Success
2268,92,2024-07-04,Android,App,Success
2269,92,2024-07-06,iOS,App,Success
2270,92,2024-07-13,Android,App,Failed
2271,92,2024-07-19,iOS,App,Failed
2272,92,2024-07-30,Android,App,Success
2273,92,2024-08-01,iOS,App,Success
2274,92,2024-08-09,iOS,App,Success
2275,92,2024-08-10,Android,App,Success
2276,92,2024-08-20,iOS,App,Success
2277,92,2024-08-23,Web,Web,Success
2278,92,2024-08-30,Android,App,Failed
2279,92,2024-08-31,Android,App,Success
2280,92,2024-09-10,iOS,App,Success
2281,92,2024-09-12,Android,App,Success
2282,92,2024-09-14,Android,Web,Success
2283,92,2024-09-21,Android,App,Success
2284,92,2024-09-23,Android,App,Success
2285,92,2024-09-30,iOS,App,Success
2286,92,2024-10-03,iOS,App,Failed
2287,92,2024-10-05,Android,App,Success
2288,92,2024-10-13,iOS,Web,Success
2289,92,2024-10-16,iOS,Web,Success
2290,92,2024-10-18,Android,Web,Success
2291,92,2024-11-01,Android,App,Success
2292,92,2024-11-02,iOS,Web,Success
2293,92,2024-11-09,iOS,App,Success
2294,92,2024-11-17,iOS,App,Success
2295,92,2024-11-21,Web,App,Success
2296,92,2024-12-02,Android,App,Success
2297,92,2024-12-05,Android,App,Success
2298,92,2024-12-10,iOS,App,Success
2299,92,2024-12-17,Web,App,Success
