transaction_id,user_id,txn_date,amount,txn_type,status
1714,72,2024-08-28,780.44,Recharge,Failed
1715,72,2024-09-05,394.39,P2M,Success
1716,72,2024-09-08,4617.9,P2P,Failed
1717,72,2024-09-09,810.49,Bill Payment,Success
1718,72,2024-09-13,369.68,P2M,Success
1719,72,2024-09-21,1575.89,Bill Payment,Failed
1720,72,2024-09-22,3124.67,P2M,Success
1721,72,2024-09-25,3596.96,P2P,Failed
1722,72,2024-09-26,52.75,P2P,Success
1723,72,2024-09-27,2305.92,Recharge,Reversed
1724,72,2024-10-02,4406.29,Recharge,Success
1725,72,2024-10-14,625.44,Recharge,Success
1726,72,2024-10-16,1045.18,Recharge,Failed
1727,72,2024-10-23,1064.14,P2M,Failed
1728,72,2024-10-24,2516.22,Recharge,Success
1729,72,2024-10-27,919.58,P2M,Success
1730,72,2024-10-31,2279.47,Bill Payment,Success
1731,72,2024-11-03,1411.78,P2P,Success
1732,72,2024-11-06,1662.57,P2M,Failed
1733,72,2024-11-10,4293.54,Bill Payment,Reversed
1734,72,2024-11-13,3162.31,P2M,Success
1735,72,2024-11-18,228.79,P2M,Success
1736,72,2024-11-19,4753.2,Bill Payment,Success
1737,72,2024-11-22,1542.04,P2M,Success
1738,72,2024-11-24,75.36,Recharge,Success
1739,72,2024-11-25,4622.54,P2M,Failed
1740,72,2024-12-05,3557.26,P2M,Success
1741,72,2024-12-08,880.87,P2P,Success
1742,72,2024-12-10,3343.57,Investment,Failed
1743,72,2024-12-13,469.29,P2M,Success
1744,72,2024-12-16,4511.75,P2P,Success
1745,72,2024-12-18,2582.58,Recharge,Success
1746,72,2024-12-20,239.17,Bill Payment,Success
1747,72,2024-12-26,3041.67,P2M,Success
1748,73,2024-04-11,1454.21,P2M,Success
1749,73,2024-04-13,285.77,Bill Payment,Success
1750,73,2024-05-03,4321.78,Recharge,Success
1751,73,2024-05-20,2066.43,P2M,Success
1752,73,2024-05-22,2402.89,Investment,Success
1753,73,2024-06-03,1575.13,Bill Payment,Success
1754,73,2024-06-06,4682.15,P2P,Success
1755,73,2024-06-15,3145.28,P2P,Success
1756,73,2024-06-25,1593.5,P2M,Success
1757,73,2024-07-02,4059.92,Recharge,Success
1758,73,2024-07-12,4072.43,Recharge,Success
1759,73,2024-08-23,4987.27,P2P,Success
1760,73,2024-08-25,2813.54,Investment,Success
1761,73,2024-08-29,1836.2,Recharge,Success
1762,73,2024-08-30,3022.57,P2M,Success
1763,73,2024-09-08,286.82,P2P,Success
1764,73,2024-09-12,925.1,Recharge,Success
1765,73,2024-09-13,2472.65,P2P,Success
1766,73,2024-09-21,100.8,P2P,Success
1767,73,2024-09-30,696.46,Bill Payment,Success
1768,73,2024-10-19,3891.68,P2P,Success
1769,73,2024-10-21,2432.31,P2M,Success
1770,73,2024-10-24,1260.12,Bill Payment,Success
1771,73,2024-10-29,3986.08,Recharge,Success
1772,73,2024-10-30,445.3,Bill Payment,Success
1773,73,2024-11-10,3258.68,P2M,Failed
1774,73,2024-12-05,1533.56,Investment,Success
1775,73,2024-12-13,4441.31,Recharge,Success
1776,73,2024-12-20,369.25,Recharge,Failed
1777,74,2024-04-04,1200.55,P2M,Success
1778,74,2024-04-07,785.89,P2M,Success
1779,74,2024-04-08,3389.62,P2M,Success
1780,74,2024-04-12,3930.52,Bill Payment,Success
1781,74,2024-04-15,2535.49,P2M,Success
1782,74,2024-05-04,4477.68,P2P,Success
1783,74,2024-05-15,207.14,Bill Payment,Reversed
1784,74,2024-05-20,4528.35,Recharge,Success
1785,74,2024-05-21,158.66,P2M,Success
1786,74,2024-06-18,120.09,Investment,Success
1787,74,2024-06-23,103.62,P2M,Success
1788,74,2024-07-05,4035.65,P2P,Success
1789,74,2024-07-07,1228.24,Investment,Success
1790,74,2024-07-08,3613.45,P2M,Success
1791,74,2024-07-09,1110.51,Recharge,Success
1792,74,2024-07-30,1104.88,P2P,Failed
1793,74,2024-08-04,2198.93,Recharge,Failed
1794,74,2024-08-05,1588.72,P2P,Success
1795,74,2024-08-08,2979.92,P2M,Success
1796,74,2024-08-18,2766.6,Recharge,Success
1797,74,2024-08-23,2223.52,P2P,Success
1798,74,2024-08-26,1690.96,Recharge,Success
1799,74,2024-08-27,1403.66,Bill Payment,Success
1800,74,2024-09-07,2432.58,P2P,Success
1801,74,2024-09-12,968.45,P2M,Success
1802,74,2024-09-17,3232.47,Recharge,Success
1803,74,2024-09-21,1248.97,Recharge,Success
1804,74,2024-10-01,3662.39,Recharge,Success
1805,74,2024-10-02,3725.17,P2M,Success
1806,74,2024-10-08,3534.3,P2P,Failed
1807,74,2024-10-09,518.55,P2M,Success
1808,74,2024-10-13,3154.84,P2M,Success
1809,74,2024-10-19,3262.31,P2P,Success
1810,74,2024-10-22,2436.24,P2M,Success
1811,74,2024-10-31,1791.92,P2M,Failed
1812,74,2024-11-19,3603.24,P2P,Failed
1813,74,2024-11-25,4399.98,P2M,Success
1814,74,2024-11-29,2639.2,P2P,Success
1815,74,2024-12-06,4957.93,Investment,Success
1816,74,2024-12-13,4437.08,Recharge,Success
1817,74,2024-12-21,4371.83,Recharge,Failed
1818,74,2024-12-26,832.19,P2P,Success
1819,75,2024-06-21,4269.1,Recharge,Reversed
1820,75,2024-06-29,2287.19,P2M,Success
1821,75,2024-07-08,3981.9,Bill Payment,Success
1822,75,2024-07-11,3196.7,P2M,Success
1823,75,2024-07-13,4195.51,P2P,Success
1824,75,2024-07-24,951.37,P2M,Success
1825,75,2024-08-02,4034.41,Recharge,Success
1826,75,2024-11-22,3699.36,Recharge,Success
1827,75,2024-11-23,1376.05,P2P,Failed
1828,75,2024-12-05,4509.97,P2P,Success
1829,75,2024-12-06,4978.0,P2M,Success
1830,75,2024-12-07,4978.2,P2M,Success
1831,75,2024-12-10,1449.56,P2M,Success
1832,75,2024-12-13,864.37,P2P,Success
1833,75,2024-12-15,4228.67,P2M,Success
1834,75,2024-12-17,4789.91,Bill Payment,Success
1835,75,2024-12-20,90.56,P2M,Success
1836,75,2024-12-21,2586.49,Investment,Success
1837,75,2024-12-26,845.87,Recharge,Success
1838,75,2024-12-28,3911.35,P2P,Reversed
1839,75,2024-12-30,2055.69,P2M,Success
1840,76,2024-02-22,1112.71,P2P,Failed
1841,76,2024-02-23,2343.08,P2M,Success
1842,76,2024-03-04,279.75,P2P,Success
1843,76,2024-03-15,1160.81,Investment,Success
1844,76,2024-03-21,4250.52,Recharge,Success
1845,76,2024-04-08,2357.6,Recharge,Success
1846,76,2024-05-01,524.3,P2M,Success
1847,76,2024-05-07,3294.17,Investment,Success
1848,76,2024-05-11,1092.23,P2P,Success
1849,76,2024-05-22,771.54,P2M,Success
1850,76,2024-06-05,3307.78,P2M,Success
1851,76,2024-06-25,905.01,P2M,Success
1852,76,2024-07-08,1562.03,Bill Payment,Success
1853,76,2024-07-14,883.24,P2M,Success
1854,76,2024-07-29,3680.77,P2P,Success
1855,76,2024-08-06,2333.66,P2P,Success
1856,76,2024-08-09,4729.93,P2M,Success
1857,76,2024-08-10,4419.75,P2P,Success
1858,76,2024-08-13,3269.1,Recharge,Success
1859,76,2024-08-18,4761.18,P2M,Success
1860,76,2024-08-22,462.62,P2M,Success
1861,76,2024-08-24,4563.82,P2P,Success
1862,76,2024-09-03,361.2,P2P,Success
1863,76,2024-09-10,3920.27,P2P,Success
1864,76,2024-09-14,3953.62,Investment,Success
1865,76,2024-09-27,3205.32,P2M,Success
1866,76,2024-10-10,2590.45,Recharge,Success
1867,76,2024-10-24,676.94,P2M,Success
1868,76,2024-10-25,1571.29,Recharge,Success
1869,76,2024-11-03,2354.02,Investment,Success
1870,76,2024-11-05,3017.43,Recharge,Success
1871,76,2024-11-14,505.08,Investment,Success
1872,76,2024-11-16,4830.91,Recharge,Success
1873,76,2024-12-03,2383.14,P2M,Success
1874,77,2024-02-28,4803.69,Investment,Reversed
1875,77,2024-03-08,2603.07,P2P,Success
1876,77,2024-03-11,4731.89,Recharge,Success
1877,77,2024-03-12,1860.31,P2M,Success
1878,77,2024-03-14,2791.58,P2P,Success
1879,77,2024-03-15,2348.88,Bill Payment,Success
1880,77,2024-03-26,1533.76,P2M,Success
1881,77,2024-03-31,4756.13,P2P,Success
1882,77,2024-04-10,2204.33,P2P,Success
1883,77,2024-04-11,2947.63,P2P,Success
1884,77,2024-04-13,1440.93,P2P,Success
1885,77,2024-04-16,848.57,P2P,Success
1886,77,2024-04-20,1744.09,P2M,Success
1887,78,2024-03-07,4242.96,P2P,Success
1888,78,2024-03-17,67.67,Bill Payment,Success
1889,78,2024-03-18,1770.69,P2P,Success
1890,78,2024-03-19,541.86,P2M,Success
1891,78,2024-03-26,1259.2,P2M,Success
1892,78,2024-04-02,3382.16,P2M,Success
1893,78,2024-04-04,2126.57,P2M,Success
1894,78,2024-04-06,2569.07,Recharge,Failed
1895,78,2024-04-07,1319.25,P2P,Success
1896,78,2024-04-07,4856.0,P2P,Failed
1897,78,2024-04-08,4646.94,Bill Payment,Failed
1898,78,2024-04-09,3708.61,P2M,Failed
1899,78,2024-04-12,1941.6,P2M,Success
1900,78,2024-04-21,4980.91,P2M,Success
1901,78,2024-04-22,535.26,Bill Payment,Success
1902,79,2024-06-03,1310.44,Bill Payment,Success
1903,79,2024-06-07,4450.76,Bill Payment,Success
1904,79,2024-06-11,4728.33,P2M,Success
1905,79,2024-06-15,4346.91,Bill Payment,Success
1906,79,2024-06-18,2706.94,P2M,Success
1907,79,2024-06-20,3517.7,P2M,Success
1908,79,2024-06-24,1279.64,P2M,Success
1909,79,2024-06-27,2146.26,P2P,Success
1910,79,2024-06-29,4223.92,P2M,Success
1911,79,2024-07-03,107.12,P2P,Success
1912,79,2024-07-03,3205.56,Investment,Failed
1913,79,2024-07-04,3971.22,P2M,Failed
1914,79,2024-07-05,3191.86,P2M,Failed
1915,79,2024-07-06,681.85,P2M,Failed
1916,79,2024-07-07,1443.35,Bill Payment,Failed
1917,79,2024-07-08,66.74,P2P,Success
1918,79,2024-07-14,499.57,Bill Payment,Success
1919,79,2024-07-16,1264.5,Recharge,Success
1920,79,2024-07-17,1786.46,P2M,Success
1921,79,2024-07-25,2816.08,Recharge,Success
1922,79,2024-07-28,2079.25,Recharge,Success
1923,80,2024-09-02,2364.46,P2M,Success
1924,80,2024-09-04,641.84,P2M,Success
1925,80,2024-09-05,1603.24,Bill Payment,Success
1926,80,2024-09-06,1878.06,Recharge,Success
1927,80,2024-09-12,1400.48,Recharge,Success
1928,80,2024-09-14,2017.17,P2M,Success
1929,80,2024-09-19,3078.28,P2M,Success
1930,80,2024-09-23,1994.29,P2M,Failed
1931,80,2024-09-25,684.35,Recharge,Failed
1932,80,2024-09-28,4769.7,P2P,Failed
1933,80,2024-09-29,4198.95,P2P,Success
1934,80,2024-09-30,1319.4,P2P,Success
1935,80,2024-10-01,4907.04,P2P,Success
1936,80,2024-10-03,2963.6,P2P,Success
1937,80,2024-10-05,3611.45,P2M,Success
1938,80,2024-10-07,612.46,P2P,Success
1939,80,2024-10-09,487.32,P2P,Success
1940,80,2024-10-11,1274.59,P2M,Success
1941,80,2024-10-15,1384.85,P2M,Success
1942,80,2024-10-20,3556.43,P2M,Success
1943,80,2024-10-21,488.38,Bill Payment,Success
1944,80,2024-10-24,3891.54,Bill Payment,Success
1945,80,2024-10-30,2112.83,P2M,Success
1946,80,2024-11-02,2483.87,Bill Payment,Success
1947,80,2024-11-06,4873.6,Bill Payment,Success
1948,80,2024-11-07,2049.59,P2M,Success
1949,80,2024-11-08,1148.59,P2M,Success
1950,80,2024-11-10,1824.3,P2P,Success
1951,80,2024-11-11,1845.97,P2P,Success
1952,80,2024-11-16,3211.64,P2P,Success
1953,80,2024-11-19,3246.08,P2P,Reversed
1954,80,2024-11-20,3780.83,P2M,Success
1955,80,2024-11-22,4063.84,P2P,Success
1956,80,2024-11-25,4095.75,Recharge,Success
1957,80,2024-11-26,88.32,P2P,Success
1958,80,2024-11-27,3620.76,Recharge,Success
1959,80,2024-12-02,4706.81,P2P,Success
1960,80,2024-12-04,4210.89,P2M,Success
1961,80,2024-12-05,2784.2,Recharge,Success
1962,80,2024-12-07,534.07,P2M,Success
1963,80,2024-12-08,4619.35,P2M,Success
1964,80,2024-12-11,1984.39,P2P,Success
1965,80,2024-12-18,1288.05,P2P,Success
1966,80,2024-12-24,1479.2,Recharge,Success
1967,80,2024-12-25,4105.53,Recharge,Success
1968,80,2024-12-26,3636.35,P2P,Success
1969,80,2024-12-30,3562.78,P2M,Success
1970,81,2024-07-17,314.23,Recharge,Success
1971,81,2024-07-24,3190.88,Bill Payment,Reversed
1972,81,2024-07-31,1221.38,Recharge,Success
1973,81,2024-08-08,2765.39,Bill Payment,Success
1974,81,2024-08-12,339.0,Bill Payment,Success
1975,81,2024-08-14,1140.71,P2P,Success
1976,81,2024-08-15,4546.16,P2P,Success
1977,81,2024-08-19,3809.83,Recharge,Success
1978,81,2024-08-21,4827.8,Bill Payment,Success
1979,81,2024-08-22,2139.24,P2P,Success
1980,81,2024-08-24,3851.19,Bill Payment,Success
1981,81,2024-08-29,3156.55,Bill Payment,Success
1982,81,2024-09-14,1652.11,P2M,Success
1983,81,2024-09-17,4565.87,P2P,Success
1984,81,2024-09-18,3338.04,P2P,Success
1985,81,2024-09-21,1282.43,P2P,Success
1986,81,2024-10-05,1972.45,P2M,Success
1987,81,2024-10-07,2784.45,P2M,Success
1988,81,2024-10-12,3647.12,P2M,Success
1989,81,2024-10-18,4049.35,P2M,Failed
1990,81,2024-10-21,3772.0,P2M,Success
1991,81,2024-10-27,2909.84,P2P,Success
1992,81,2024-11-03,4006.41,P2P,Success
1993,81,2024-11-06,2654.2,P2M,Success
1994,81,2024-11-07,1285.36,P2P,Failed
1995,81,2024-11-09,4579.87,P2P,Success
1996,81,2024-11-17,3958.94,Recharge,Success
1997,81,2024-11-18,96.54,Investment,Success
1998,81,2024-12-02,365.33,P2P,Success
1999,81,2024-12-03,4529.53,P2M,Success
2000,81,2024-12-12,3526.67,P2P,Success
2001,81,2024-12-13,1317.65,P2P,Failed
2002,81,2024-12-18,365.45,P2M,Success
2003,81,2024-12-24,2516.12,Bill Payment,Success
2004,81,2024-12-25,2019.56,P2M,Success
2005,81,2024-12-26,972.66,Recharge,Success
2006,82,2024-03-06,431.58,P2P,Success
2007,82,2024-03-14,1765.95,P2P,Success
2008,82,2024-03-15,3225.09,P2P,Success
2009,82,2024-03-16,1856.65,Investment,Success
2010,82,2024-03-25,1718.97,Investment,Success
2011,82,2024-04-02,1932.64,Recharge,Success
2012,82,2024-04-05,2761.83,P2M,Success
2013,82,2024-04-07,806.86,P2P,Reversed
2014,82,2024-04-10,4924.26,P2P,Success
2015,82,2024-04-19,2205.08,P2P,Success
2016,82,2024-04-25,1835.35,Recharge,Success
2017,82,2024-05-06,2380.49,Recharge,Success
2018,82,2024-05-10,2926.44,P2M,Success
2019,82,2024-06-03,295.63,P2M,Success
2020,82,2024-06-05,3285.38,P2P,Success
2021,82,2024-06-06,4890.68,P2P,Success
2022,82,2024-06-08,3613.89,P2M,Reversed
2023,82,2024-06-11,4345.63,Recharge,Success
2024,82,2024-06-17,3563.95,P2M,Success
2025,82,2024-06-21,4995.19,P2P,Success
2026,82,2024-06-25,1867.31,Bill Payment,Success
2027,82,2024-07-01,3158.85,P2P,Success
2028,82,2024-07-09,516.08,Investment,Success
2029,82,2024-07-12,4837.6,P2P,Success
2030,82,2024-07-20,2894.42,Recharge,Success
2031,82,2024-07-23,3855.74,Bill Payment,Success
2032,82,2024-07-29,4678.49,P2M,Success
2033,82,2024-08-05,1564.91,P2M,Success
2034,82,2024-08-16,3993.93,P2P,Failed
2035,82,2024-08-17,58.2,P2P,Success
2036,82,2024-08-25,798.45,P2M,Success
2037,82,2024-09-12,164.51,P2P,Success
2038,82,2024-09-22,2474.16,Recharge,Success
2039,82,2024-09-29,4355.69,Bill Payment,Success
2040,82,2024-10-03,1484.2,P2P,Success
2041,82,2024-10-15,3639.25,P2P,Success
2042,82,2024-10-17,885.27,P2M,Success
2043,82,2024-10-20,2705.5,P2M,Success
2044,82,2024-10-22,670.51,P2M,Success
2045,82,2024-10-25,4184.65,P2M,Success
2046,82,2024-11-08,661.13,Bill Payment,Success
2047,82,2024-11-10,3598.9,Bill Payment,Success
2048,82,2024-11-22,4392.86,P2P,Success
2049,82,2024-11-29,4636.06,Bill Payment,Success
2050,82,2024-12-06,2509.93,Investment,Reversed
2051,82,2024-12-10,2972.3,P2M,Success
2052,82,2024-12-12,1004.85,P2P,Success
2053,82,2024-12-22,4743.34,Investment,Success
2054,82,2024-12-27,4944.96,Recharge,Failed
2055,82,2024-12-29,1028.27,P2P,Failed
2056,83,2024-01-04,2831.45,P2P,Success
2057,83,2024-01-05,3753.49,P2M,Success
2058,83,2024-01-07,3104.35,P2M,Success
2059,83,2024-01-09,3405.65,P2M,Success
2060,83,2024-01-21,2451.7,Investment,Failed
2061,83,2024-01-24,4460.09,Bill Payment,Success
2062,83,2024-01-26,2686.7,P2M,Success
2063,83,2024-02-09,1111.25,P2P,Success
2064,83,2024-02-14,668.07,P2M,Success
2065,83,2024-02-24,379.41,P2M,Success
2066,83,2024-02-29,1812.27,Recharge,Success
2067,83,2024-03-06,2355.41,P2P,Success
2068,83,2024-03-18,167.47,P2P,Success
2069,83,2024-03-27,3289.97,P2P,Success
2070,83,2024-04-13,3455.49,P2P,Failed
2071,83,2024-04-18,1498.15,Recharge,Success
2072,83,2024-05-05,719.77,P2P,Success
2073,83,2024-05-13,2045.61,P2M,Success
2074,83,2024-05-18,1346.55,P2P,Failed
2075,83,2024-05-22,1894.13,Bill Payment,Success
2076,83,2024-05-28,3713.94,P2P,Failed
2077,83,2024-06-14,4201.46,P2P,Failed
2078,83,2024-06-16,3584.79,Bill Payment,Failed
2079,83,2024-07-06,1043.38,Bill Payment,Success
2080,83,2024-07-07,4838.78,P2P,Success
2081,83,2024-07-12,3690.96,P2M,Success
2082,83,2024-07-16,3522.97,Bill Payment,Success
2083,83,2024-07-20,1629.56,P2M,Success
2084,83,2024-07-23,3998.4,Bill Payment,Success
2085,83,2024-07-29,142.59,P2P,Success
2086,83,2024-08-09,3026.82,Bill Payment,Success
2087,83,2024-08-18,3019.04,Bill Payment,Failed
2088,83,2024-09-11,2179.87,P2M,Success
2089,83,2024-09-16,2295.51,Recharge,Success
2090,83,2024-10-08,547.03,P2M,Success
2091,83,2024-10-09,545.21,Investment,Failed
2092,83,2024-10-11,2825.53,P2P,Reversed
2093,83,2024-10-14,126.75,P2M,Success
2094,83,2024-10-17,4714.75,P2P,Success
2095,83,2024-10-19,2533.54,P2M,Success
2096,83,2024-10-22,4628.86,P2M,Success
2097,83,2024-10-23,3343.98,P2P,Success
2098,83,2024-10-29,4702.44,P2P,Failed
2099,83,2024-10-30,3997.08,P2M,Success
2100,83,2024-11-02,4852.49,P2P,Success
2101,83,2024-11-08,619.09,P2P,Success
2102,83,2024-11-20,3596.42,P2M,Success
2103,83,2024-11-23,4260.96,P2P,Success
2104,83,2024-11-29,1205.7,P2M,Success
2105,83,2024-12-01,1735.32,P2M,Success
2106,83,2024-12-06,3502.6,P2M,Success
2107,83,2024-12-09,295.73,P2P,Success
2108,84,2024-07-14,129.44,P2P,Success
2109,84,2024-07-19,3585.56,P2M,Success
2110,84,2024-07-21,1037.29,P2M,Failed
2111,84,2024-07-22,4043.01,P2P,Success
2112,84,2024-08-09,3597.2,P2M,Failed
2113,84,2024-08-19,1844.23,P2P,Success
2114,84,2024-08-24,3984.94,P2P,Failed
2115,84,2024-08-26,1575.1,Bill Payment,Success
2116,84,2024-08-28,3288.34,P2P,Success
2117,84,2024-09-02,870.14,P2P,Failed
2118,84,2024-09-06,3677.82,P2M,Failed
2119,84,2024-09-07,353.25,P2P,Success
2120,84,2024-09-12,1359.63,Bill Payment,Success
2121,84,2024-09-20,2158.92,Bill Payment,Success
2122,84,2024-09-26,473.01,P2M,Success
2123,84,2024-10-02,2396.72,Investment,Success
2124,84,2024-10-21,3965.22,Bill Payment,Success
2125,84,2024-10-22,4510.69,P2M,Success
2126,84,2024-10-31,1019.71,Recharge,Success
2127,84,2024-11-06,3964.97,Investment,Success
2128,84,2024-12-03,1736.67,P2P,Success
2129,84,2024-12-05,3287.39,P2P,Success
2130,84,2024-12-11,2708.51,P2P,Success
2131,84,2024-12-17,1117.34,Recharge,Success
2132,84,2024-12-28,118.42,P2M,Success
2133,84,2024-12-29,3774.43,P2M,Success
2134,85,2024-10-29,3217.5,Bill Payment,Failed
2135,85,2024-11-02,2131.23,Recharge,Success
2136,85,2024-11-03,1584.3,Bill Payment,Success
2137,85,2024-11-04,342.25,Recharge,Failed
2138,85,2024-11-06,4311.24,Recharge,Success
2139,85,2024-11-07,4622.89,Investment,Success
2140,85,2024-11-08,2589.99,P2M,Failed
2141,85,2024-11-09,1119.65,Bill Payment,Success
2142,85,2024-11-10,4714.78,P2P,Success
2143,85,2024-11-11,1214.46,P2P,Success
2144,85,2024-11-12,2959.04,P2P,Success
2145,85,2024-11-14,2053.43,Bill Payment,Success
2146,85,2024-11-15,722.1,P2P,Success
2147,85,2024-11-17,3519.21,P2P,Success
2148,85,2024-11-18,1680.87,P2P,Success
2149,85,2024-11-22,3791.23,P2M,Success
2150,85,2024-11-23,725.88,P2P,Success
2151,85,2024-11-24,2389.06,Recharge,Success
2152,85,2024-11-26,842.32,P2P,Success
2153,85,2024-11-28,4269.03,P2M,Success
2154,85,2024-11-29,1879.43,P2M,Success
2155,85,2024-12-03,3152.3,P2M,Success
2156,85,2024-12-05,2171.0,Investment,Success
2157,85,2024-12-07,3637.9,Recharge,Success
2158,85,2024-12-09,2472.21,P2P,Success
2159,85,2024-12-10,4561.88,Investment,Success
2160,85,2024-12-14,4604.27,P2M,Success
2161,85,2024-12-15,1157.07,P2P,Success
2162,85,2024-12-17,2449.92,Investment,Success
2163,85,2024-12-18,4396.28,P2M,Success
2164,85,2024-12-19,1233.68,Bill Payment,Success
2165,85,2024-12-20,245.84,P2M,Success
2166,85,2024-12-22,3094.42,Bill Payment,Success
2167,85,2024-12-23,1403.28,P2P,Success
2168,85,2024-12-25,4687.39,P2M,Success
2169,85,2024-12-27,3940.03,P2M,Success
2170,85,2024-12-29,140.6,Bill Payment,Success
2171,85,2024-12-30,1347.43,P2P,Success
2172,86,2024-11-24,4902.0,P2M,Success
2173,86,2024-11-25,2376.61,Bill Payment,Success
2174,86,2024-11-28,4954.47,P2M,Failed
2175,86,2024-11-30,1685.04,Bill Payment,Success
2176,86,2024-12-03,1848.65,P2M,Success
2177,86,2024-12-04,3485.27,P2P,Success
2178,86,2024-12-06,387.19,P2P,Success
2179,86,2024-12-07,3689.77,Bill Payment,Success
2180,86,2024-12-08,1965.93,Recharge,Success
2181,86,2024-12-11,3034.03,Bill Payment,Failed
2182,86,2024-12-13,3627.74,P2P,Success
2183,86,2024-12-18,801.84,Recharge,Success
2184,86,2024-12-19,4896.5,P2P,Success
2185,86,2024-12-22,3633.85,Recharge,Success
2186,86,2024-12-23,1049.9,Investment,Success
2187,86,2024-12-25,4846.84,P2M,Reversed
2188,86,2024-12-27,426.37,P2P,Success
2189,86,2024-12-28,2552.53,Investment,Success
2190,86,2024-12-29,2333.2,Bill Payment,Success
2191,87,2024-09-28,2583.41,P2M,Success
2192,87,2024-09-30,2338.97,P2M,Success
2193,87,2024-10-01,4528.53,P2M,Success
2194,87,2024-10-05,3104.96,P2P,Success
2195,87,2024-10-22,1092.15,P2P,Success
2196,87,2024-10-24,3576.48,P2M,Success
2197,87,2024-10-31,2501.58,P2M,Success
2198,87,2024-11-03,4665.65,Bill Payment,Failed
2199,87,2024-11-09,4573.63,Recharge,Success
2200,87,2024-11-14,1741.3,P2P,Success
2201,87,2024-12-03,2643.3,P2P,Success
2202,87,2024-12-07,2314.65,Bill Payment,Success
2203,87,2024-12-08,1342.12,P2M,Success
2204,87,2024-12-13,924.51,P2M,Reversed
2205,87,2024-12-15,1131.16,Recharge,Success
2206,87,2024-12-16,1783.47,P2P,Failed
2207,87,2024-12-17,3107.88,P2P,Success
2208,87,2024-12-22,806.43,Bill Payment,Success
2209,87,2024-12-27,489.47,Bill Payment,Failed
2210,90,2024-02-21,2697.94,Bill Payment,Success
2211,90,2024-02-24,175.78,P2M,Success
2212,90,2024-02-26,4597.32,P2M,Success
2213,90,2024-03-01,699.91,Recharge,Success
2214,90,2024-03-11,4559.8,P2P,Success
2215,90,2024-03-19,1159.89,P2M,Success
2216,90,2024-03-22,484.85,P2P,Failed
2217,90,2024-03-23,3371.39,P2M,Failed
2218,90,2024-03-24,421.02,P2P,Failed
2219,90,2024-03-25,3512.83,Bill Payment,Failed
2220,90,2024-04-20,4543.22,P2M,Success
2221,90,2024-04-24,3145.39,P2M,Success
2222,90,2024-05-13,3941.57,Investment,Success
2223,90,2024-05-16,1865.42,P2M,Success
2224,90,2024-05-26,2280.16,P2P,Success
2225,90,2024-06-13,4939.42,Recharge,Success
2226,90,2024-06-14,4898.93,Bill Payment,Success
2227,90,2024-06-20,4571.64,Investment,Success
2228,90,2024-06-22,3952.23,P2P,Success
2229,90,2024-06-27,3671.17,P2M,Success
2230,90,2024-07-07,3263.54,Recharge,Success
2231,90,2024-07-11,704.25,P2M,Success
2232,90,2024-07-17,3182.19,P2P,Success
2233,90,2024-07-18,3110.37,P2M,Failed
2234,90,2024-07-31,1076.59,P2P,Success
2235,90,2024-08-02,2934.89,Recharge,Success
2236,90,2024-08-21,3812.24,P2P,Success
2237,90,2024-08-29,3285.9,Recharge,Success
2238,90,2024-09-07,3181.22,P2M,Failed
2239,90,2024-09-15,1414.46,Recharge,Success
2240,90,2024-09-29,1746.25,P2P,Success
2241,90,2024-10-24,3770.44,P2M,Success
2242,90,2024-11-08,2299.24,Recharge,Failed
2243,90,2024-11-09,796.99,P2P,Success
2244,90,2024-12-05,4884.87,Recharge,Success
2245,90,2024-12-06,2623.12,P2M,Success
2246,90,2024-12-08,562.9,P2P,Success
2247,90,2024-12-28,4599.37,P2M,Success
2248,90,2024-12-29,4608.09,P2P,Success
2249,91,2024-09-25,1702.61,Bill Payment,Success
2250,91,2024-09-26,2433.28,P2P,Success
2251,91,2024-09-27,1938.97,P2M,Success
2252,91,2024-10-02,2303.65,P2P,Success
2253,91,2024-10-04,689.09,P2M,Success
2254,91,2024-10-05,3376.03,P2P,Success
2255,91,2024-10-08,942.74,P2P,Success
2256,91,2024-10-09,698.14,P2P,Success
2257,91,2024-10-15,1499.18,Recharge,Success
2258,91,2024-10-19,2140.88,P2P,Reversed
2259,91,2024-10-20,2503.56,P2M,Success
2260,91,2024-10-21,685.47,P2P,Success
2261,91,2024-10-23,2924.9,Recharge,Success
2262,91,2024-10-26,3867.44,P2P,Success
2263,91,2024-10-30,3266.8,P2P,Success
2264,91,2024-10-31,4670.43,P2P,Failed
2265,91,2024-11-01,1091.55,Recharge,Success
2266,91,2024-11-03,3768.28,P2P,Success
2267,91,2024-11-04,927.55,Recharge,Success
2268,91,2024-11-06,154.68,P2P,Success
2269,91,2024-11-07,2679.32,Recharge,Success
2270,91,2024-11-09,4637.88,P2P,Success
2271,91,2024-11-10,4526.28,P2M,Success
2272,91,2024-11-11,2082.41,Bill Payment,Failed
2273,91,2024-11-13,1409.67,P2M,Success
2274,91,2024-11-19,4766.98,P2M,Success
2275,91,2024-11-22,4006.2,Bill Payment,Success
2276,91,2024-11-23,2419.26,P2M,Success
2277,91,2024-11-27,2951.23,Recharge,Success
2278,91,2024-11-29,2795.59,Bill Payment,Failed
2279,91,2024-12-03,3147.23,P2M,Success
2280,91,2024-12-05,4097.01,Bill Payment,Failed
2281,91,2024-12-06,2452.8,Recharge,Success
